movieLink,movieID,name,AdjustedDomesticGross,ReleaseDate,Distributor,Genre,Budget,_merge,Release_Year,Release_Month,Year,w2_$_change,w2_rank_change,w3_$_change,w3_rank_change,w_1_date,w_1_gross,w_1_rank,w_2_date,w_2_gross,w_2_rank,w_3_date,w_3_gross,w_3_rank,Major_Genre,w1_$_drop,budget_val,adjusted_budget,abs_profit,rel_profit,w_1_success,w_1_and_2_success
/movies/?id=confessionofachildofthecentury.htm,id=confessionofachildofthecentury.htm,Confession of a Child of the Century,100.0,2015-09-25,Cohen Media Group,Drama,,both,2015.0,9.0,2015.0,,,,,Sep 25-27,100.0,118.0,,,,,,,Drama/Thriller,,,,,,,
/movies/?id=dogeatdog.htm,id=dogeatdog.htm,Dog Eat Dog,100.0,2009-01-23,IFC,Foreign,,both,2009.0,1.0,2009.0,,,,,Jan 23-25,100.0,91.0,,,,,,,Other,,,,,,,
/movies/?id=mummyimazombie.htm,id=mummyimazombie.htm,"Mummy, I'm a Zombie",100.0,2014-09-20,Phase 4,Animation,,both,2014.0,9.0,,,,,,,,,,,,,,,Animation,,,,,,,
/movies/?id=objective.htm,id=objective.htm,The Objective,100.0,2009-02-04,IFC,Horror Thriller,,both,2009.0,2.0,2009.0,,,,,Feb 6-8,100.0,93.0,,,,,,,Horror,,,,,,,
/movies/?id=paranoidgirls.htm,id=paranoidgirls.htm,Paranoid Girls,100.0,2015-11-13,Unknown,Comedy,,both,2015.0,11.0,2015.0,,,,,Nov 13-15,100.0,110.0,,,,,,,Comedy,,,,,,,
/movies/?id=storage24.htm,id=storage24.htm,Storage 24,100.0,2013-01-18,Magnolia,Sci-Fi Horror,,both,2013.0,1.0,2013.0,,,,,Jan 18-20,100.0,85.0,,,,,,,SciFi,,,,,,,
/movies/?id=intervention07.htm,id=intervention07.htm,Intervention,300.0,2007-11-30,Alliance,Drama,,both,2007.0,11.0,2007.0,,,,,Nov 30-Dec 2,300.0,118.0,,,,,,,Drama/Thriller,,,,,,,
/movies/?id=lou.htm,id=lou.htm,Lou! Journal infime,300.0,2015-04-24,Distrib Films,Comedy,,both,2015.0,4.0,2015.0,,,,,Apr 24-26,100.0,116.0,,,,,,,Comedy,,,,,,,
/movies/?id=playback.htm,id=playback.htm,Playback,300.0,2012-03-16,Magnolia,Horror Thriller,,both,2012.0,3.0,2012.0,,,,,Mar 16-18,300.0,114.0,,,,,,,Horror,,,,,,,
/movies/?id=thechambermaid.htm,id=thechambermaid.htm,The Chambermaid,300.0,2015-05-29,Film Movement,Drama,,both,2015.0,5.0,,,,,,,,,,,,,,,Drama/Thriller,,,,,,,
/movies/?id=skinless.htm,id=skinless.htm,Skinless,400.0,2014-03-08,Phantom Pain Films,Horror,"$2,000",both,2014.0,3.0,2014.0,48.8,2.0,,,Mar 7-9,200.0,109.0,Mar 14-16,300.0,107.0,,,,Horror,-100.0,2000.0,2000.0,-1600.0,0.2,0.1,25.0
/movies/?id=apartment143.htm,id=apartment143.htm,Apartment 143,400.0,2012-06-01,Magnolia,Horror,,both,2012.0,6.0,2012.0,,,,,Jun 1-3,300.0,122.0,,,,,,,Horror,,,,,,,
/movies/?id=cinemanovels.htm,id=cinemanovels.htm,Cinemanovels,400.0,2014-07-03,"Monterey Media, Inc.",Drama,,both,2014.0,7.0,,,,,,,,,,,,,,,Drama/Thriller,,,,,,,
/movies/?id=magician2010.htm,id=magician2010.htm,The Magician (2010),400.0,2010-10-29,Regent Releasing,Thriller,,both,2010.0,10.0,2010.0,-36.8,0.0,-70.3,-1.0,Oct 29-31,100.0,117.0,Nov 5-7,100.0,117.0,Nov 12-14,,118.0,Drama/Thriller,0.0,,,,,,
/movies/?id=marsh.htm,id=marsh.htm,The Marsh,400.0,2007-03-23,Alliance,Horror,,both,2007.0,3.0,2007.0,,,,,Mar 23-25,400.0,123.0,,,,,,,Horror,,,,,,,
/movies/?id=prettyvillageprettyflame.htm,id=prettyvillageprettyflame.htm,"Pretty Village, Pretty Flame",400.0,1998-01-16,Wellspring,Unknown,,both,1998.0,1.0,1998.0,,,,,Jan 16-19,300.0,22.0,,,,,,,Other,,,,,,,
/movies/?id=romeandjewel.htm,id=romeandjewel.htm,Rome & Jewel,500.0,2008-11-28,Emerging Pictures,Drama,,both,2008.0,11.0,2008.0,,,,,Nov 28-30,600.0,104.0,,,,,,,Drama/Thriller,,,,,,,
/movies/?id=triumphofthewall.htm,id=triumphofthewall.htm,Triumph of the Wall,500.0,2013-05-31,First Run,Documentary,,both,2013.0,5.0,2013.0,,,,,May 31-Jun 2,400.0,101.0,,,,,,,Other,,,,,,,
/movies/?id=agooddaytodie.htm,id=agooddaytodie.htm,A Good Day to Die,600.0,2011-11-04,Alive Mind Cinema,Documentary,,both,2011.0,11.0,,,,,,,,,,,,,,,Other,,,,,,,
/movies/?id=backtonormandy.htm,id=backtonormandy.htm,Back to Normandy,600.0,2008-07-30,Kino,Documentary,,both,2008.0,7.0,,,,,,,,,,,,,,,Other,,,,,,,
/movies/?id=bloodyaria.htm,id=bloodyaria.htm,A Bloody Aria,600.0,2008-01-04,ImaginAsian Pictures,Foreign / Horror,,both,2008.0,1.0,2008.0,,,,,Jan 4-6,300.0,86.0,,,,Jan 18-21,300.0,93.0,Other,,,,,,,
/movies/?id=canary.htm,id=canary.htm,Canary,600.0,2008-07-25,ImaginAsian Pictures,Foreign,,both,2008.0,7.0,2008.0,,,,,Jul 25-27,600.0,115.0,,,,,,,Other,,,,,,,
/movies/?id=darkhours.htm,id=darkhours.htm,The Dark Hours,600.0,2005-10-13,Unknown,Horror,,both,2005.0,10.0,2005.0,,,,,Oct 14-16,400.0,133.0,,,,,,,Horror,,,,,,,
/movies/?id=deathofasuperhero.htm,id=deathofasuperhero.htm,Death of a Superhero,600.0,2012-05-04,Tribeca Film,Drama,,both,2012.0,5.0,2012.0,,,,,May 4-6,400.0,125.0,,,,,,,Drama/Thriller,,,,,,,
/movies/?id=falling.htm,id=falling.htm,Falling,600.0,2007-06-29,Kino,Foreign,,both,2007.0,6.0,2007.0,,,,,Jun 29-Jul 1,600.0,95.0,,,,,,,Other,,,,,,,
/movies/?id=gottfried.htm,id=gottfried.htm,Gottfried Helnwein and the Dreaming Child,600.0,2012-11-23,First Run,Documentary,,both,2012.0,11.0,2012.0,,,,,Nov 23-25,400.0,96.0,,,,,,,Other,,,,,,,
/movies/?id=hammerofthegods.htm,id=hammerofthegods.htm,Hammer of the Gods,600.0,2013-07-05,Magnolia,Action,,both,2013.0,7.0,2013.0,50.6,-9.0,,,Jul 5-7,200.0,93.0,Jul 12-14,300.0,102.0,,,,Action/Adventure,-100.0,,,,,,
/movies/?id=lastdoor07.htm,id=lastdoor07.htm,The Last Door,600.0,2007-11-30,Alliance,Unknown,,both,2007.0,11.0,2007.0,,,,,Nov 30-Dec 2,600.0,113.0,,,,,,,Other,,,,,,,
/movies/?id=meetingevil.htm,id=meetingevil.htm,Meeting Evil,600.0,2012-05-04,Magnolia,Crime Drama,,both,2012.0,5.0,2012.0,,,,,May 4-6,200.0,131.0,,,,,,,Drama/Thriller,,,,,,,
/movies/?id=memoria.htm,id=memoria.htm,Memoria,600.0,2016-04-08,"Monterey Media, Inc.",Drama,,both,2016.0,4.0,2016.0,,,,,Apr 8-10,,113.0,,,,Apr 22-24,100.0,107.0,Drama/Thriller,,,,,,,
/movies/?id=serum.htm,id=serum.htm,Serum,600.0,2006-10-30,Arrival Pictures,Sci-Fi Horror,,both,2006.0,10.0,,,,,,,,,,,,,,,SciFi,,,,,,,
/movies/?id=shakehands.htm,id=shakehands.htm,Shake Hands with the Devil,600.0,2010-10-29,Regent Releasing,Historical Drama,,both,2010.0,10.0,2010.0,34.9,2.0,116.0,-1.0,Oct 29-31,100.0,118.0,Nov 5-7,100.0,116.0,Nov 12-14,300.0,117.0,Other,0.0,,,,,,
/movies/?id=tasuma.htm,id=tasuma.htm,Tasuma: The Fighter,600.0,2004-07-30,Artmattan Prods.,Foreign,,both,2004.0,7.0,2004.0,,,,,Jul 30-Aug 1,400.0,121.0,,,,,,,Other,,,,,,,
/movies/?id=trojanwar.htm,id=trojanwar.htm,Trojan War,600.0,1997-09-26,Warner Bros.,Comedy,,both,1997.0,9.0,1997.0,,,,,Sep 26-28,400.0,,,,,,,,Comedy,,,,,,,
/movies/?id=unitedpassions.htm,id=unitedpassions.htm,United Passions,600.0,2015-06-05,Screen Media,Sports Drama,,both,2015.0,6.0,2015.0,,,,,Jun 5-7,600.0,,,,,,,,Other,,,,,,,
/movies/?id=riseandfallofmissthang.htm,id=riseandfallofmissthang.htm,The Rise and Fall of Miss Thang,700.0,2008-08-14,Lavendar House Films,Drama,"$10,000",both,2008.0,8.0,,,,,,,,,,,,,,,Drama/Thriller,,10000.0,11000.0,-10300.0,0.06363636363636363,,
/movies/?id=citizengangster.htm,id=citizengangster.htm,Citizen Gangster,700.0,2012-04-27,IFC,Crime Drama,,both,2012.0,4.0,2012.0,,,,,Apr 27-29,600.0,120.0,,,,,,,Drama/Thriller,,,,,,,
/movies/?id=comediansofcomedy.htm,id=comediansofcomedy.htm,The Comedians of Comedy,700.0,2005-11-11,Vitagraph,Comedy,,both,2005.0,11.0,2005.0,,,,,Nov 11-13,500.0,136.0,,,,,,,Comedy,,,,,,,
/movies/?id=granddepart.htm,id=granddepart.htm,Grand Depart,700.0,2014-05-23,Rialto,Foreign,,both,2014.0,5.0,2014.0,,,,,May 23-25,300.0,100.0,,,,,,,Other,,,,,,,
/movies/?id=illegal2011.htm,id=illegal2011.htm,Illegal (2011),700.0,2011-03-25,Film Movement,Foreign,,both,2011.0,3.0,2011.0,,,,,Mar 25-27,400.0,117.0,,,,,,,Other,,,,,,,
/movies/?id=intothewhite.htm,id=intothewhite.htm,Into the White,700.0,2013-04-12,Magnolia,War Drama,,both,2013.0,4.0,2013.0,330.0,14.0,,,Apr 12-14,100.0,114.0,Apr 19-21,400.0,100.0,,,,Other,-300.0,,,,,,
/movies/?id=naturecalls.htm,id=naturecalls.htm,Nature Calls,700.0,2012-11-09,Magnolia,Comedy,,both,2012.0,11.0,2012.0,,,,,Nov 9-11,400.0,111.0,,,,,,,Comedy,,,,,,,
/movies/?id=notesonmariemenken.htm,id=notesonmariemenken.htm,Notes on Marie Menken,700.0,2007-02-09,Icarus Films,Documentary,,both,2007.0,2.0,2007.0,,,,,Feb 9-11,700.0,109.0,,,,,,,Other,,,,,,,
/movies/?id=sugarcurtain.htm,id=sugarcurtain.htm,The Sugar Curtain,700.0,2007-07-27,Icarus Films,Foreign,,both,2007.0,7.0,2007.0,,,,,Jul 27-29,700.0,108.0,,,,,,,Other,,,,,,,
/movies/?id=syrup.htm,id=syrup.htm,Syrup,700.0,2013-06-07,Magnolia,Comedy / Drama,,both,2013.0,6.0,2013.0,-7.6,-1.0,,,Jun 7-9,300.0,97.0,Jun 14-16,300.0,98.0,,,,Comedy,0.0,,,,,,
/movies/?id=toughbeinglovedbyjerks.htm,id=toughbeinglovedbyjerks.htm,Tough Being Loved By Jerks,700.0,2015-03-13,Kino Lorber,Foreign,,both,2015.0,3.0,,,,,,,,,,,,,,,Other,,,,,,,
/movies/?id=redneckcarnage.htm,id=redneckcarnage.htm,Redneck Carnage,800.0,2011-10-29,Found-Charger Cinema,Horror,"$20,000",both,2011.0,10.0,2011.0,,,,,Oct 28-31,300.0,,,,,,,,Horror,,20000.0,21000.0,-20200.0,0.0380952380952381,0.014285714285714285,
/movies/?id=anatomy2.htm,id=anatomy2.htm,Anatomy 2,800.0,2004-08-13,Strand,Foreign,,both,2004.0,8.0,2004.0,,,,,Aug 13-15,500.0,121.0,,,,,,,Other,,,,,,,
/movies/?id=christmasinwonderland.htm,id=christmasinwonderland.htm,Christmas in Wonderland,800.0,2008-01-25,Yari Film Group,Family Comedy,,both,2008.0,1.0,2008.0,,,,,Jan 25-27,800.0,104.0,,,,,,,Other,,,,,,,
/movies/?id=decoybride.htm,id=decoybride.htm,The Decoy Bride,800.0,2012-03-09,IFC,Comedy,,both,2012.0,3.0,2012.0,,,,,Mar 9-11,600.0,113.0,,,,,,,Comedy,,,,,,,
/movies/?id=itsallsoquiet.htm,id=itsallsoquiet.htm,It's All So Quiet (Boven is het stil),800.0,2015-01-09,Big World Pictures,Foreign,,both,2015.0,1.0,2015.0,,,,,Jan 9-11,400.0,83.0,,,,,,,Other,,,,,,,
/movies/?id=jackpot.htm,id=jackpot.htm,Jackpot,800.0,2014-06-27,Doppelganger Releasing,Foreign,,both,2014.0,6.0,2014.0,,,,,Jun 27-29,800.0,110.0,,,,,,,Other,,,,,,,
/movies/?id=jesusyouknow.htm,id=jesusyouknow.htm,"Jesus, You Know",800.0,2004-12-03,Leisure Time,Documentary,,both,2004.0,12.0,2004.0,,,,,Dec 3-5,800.0,107.0,,,,,,,Other,,,,,,,
/movies/?id=nexttimeillaimfortheheart.htm,id=nexttimeillaimfortheheart.htm,Next Time I'll Aim for the Heart,800.0,2016-04-01,Distrib Films,Crime Drama,,both,2016.0,4.0,2016.0,,,,,Apr 1-3,300.0,107.0,,,,Apr 15-17,300.0,104.0,Drama/Thriller,,,,,,,
/movies/?id=nobody.htm,id=nobody.htm,Nobody,800.0,1999-06-04,Phaedra,Unknown,,both,1999.0,6.0,1999.0,,,,,Jun 4-6,800.0,,,,,,,,Other,,,,,,,
/movies/?id=spookyhouse05.htm,id=spookyhouse05.htm,Spooky House (Re-issue),800.0,2005-05-27,Ent. Highway,Family Adventure,,both,2005.0,5.0,2005.0,,,,,May 27-30,500.0,123.0,,,,,,,Other,,,,,,,
/movies/?id=stevesky.htm,id=stevesky.htm,Steve + Sky,800.0,2005-07-08,Lifesize,Foreign,,both,2005.0,7.0,2005.0,,,,,Jul 8-10,800.0,115.0,,,,,,,Other,,,,,,,
/movies/?id=angelscrest.htm,id=angelscrest.htm,Angels Crest,900.0,2011-12-30,Magnolia,Drama,,both,2011.0,12.0,2011.0,,,,,Dec 30-Jan 1,400.0,,,,,,,,Drama/Thriller,,,,,,,
/movies/?id=apeopleuncounted.htm,id=apeopleuncounted.htm,A People Uncounted,900.0,2014-05-16,First Run,Documentary,,both,2014.0,5.0,2014.0,,,,,May 16-18,400.0,104.0,,,,,,,Other,,,,,,,
/movies/?id=bigmuddy.htm,id=bigmuddy.htm,Big Muddy,900.0,2015-01-23,"Monterey Media, Inc.",Crime,,both,2015.0,1.0,2015.0,-90.5,3.0,493.0,1.0,Jan 23-25,200.0,93.0,Jan 30-Feb 1,,90.0,Feb 6-8,100.0,89.0,Other,,,,,,,
/movies/?id=ispitonyourgrave2.htm,id=ispitonyourgrave2.htm,I Spit on Your Grave 2,900.0,2013-09-20,Anchor Bay Films,Horror,,both,2013.0,9.0,2013.0,,,,,Sep 20-22,500.0,127.0,,,,,,,Horror,,,,,,,
/movies/?id=perriersbounty.htm,id=perriersbounty.htm,Perrier's Bounty,900.0,2010-05-21,IFC,Drama / Thriller,,both,2010.0,5.0,2010.0,,,,,May 21-23,900.0,105.0,,,,,,,Drama/Thriller,,,,,,,
/movies/?id=rec4.htm,id=rec4.htm,REC 4: Apocalypse,900.0,2015-01-02,Magnolia,Foreign / Horror,,both,2015.0,1.0,2015.0,,,,,Jan 2-4,700.0,82.0,,,,,,,Other,,,,,,,
/movies/?id=sororitygirlsrevenge.htm,id=sororitygirlsrevenge.htm,Sorority Girls' Revenge,900.0,2001-09-21,Ibex,Unknown,,both,2001.0,9.0,,,,,,,,,,,,,,,Other,,,,,,,
/movies/?id=statepark.htm,id=statepark.htm,State Park,900.0,1988-04-22,Atlantic,Comedy,,both,1988.0,4.0,,,,,,,,,,,,,,,Comedy,,,,,,,
/movies/?id=thankstomyfriends.htm,id=thankstomyfriends.htm,Thanks to My Friends,900.0,2015-12-11,Distrib Films,Comedy,,both,2015.0,12.0,2015.0,,,,,Dec 11-13,600.0,87.0,,,,,,,Comedy,,,,,,,
/movies/?id=theyarewe.htm,id=theyarewe.htm,They are We,900.0,2015-06-26,Icarus Films,Documentary,,both,2015.0,6.0,2015.0,,,,,Jun 26-28,600.0,,,,,,,,Other,,,,,,,
/movies/?id=issues.htm,id=issues.htm,Issues,1000.0,2006-10-06,Bullz Eye Productions,Comedy / Drama,"$50,000",both,2006.0,10.0,2006.0,,,,,Oct 6-8,1000.0,118.0,,,,,,,Comedy,,50000.0,59000.0,-58000.0,0.01694915254237288,0.01694915254237288,
/movies/?id=billyandbuddy.htm,id=billyandbuddy.htm,Billy and Buddy,1000.0,2013-11-08,Distrib Films,Foreign,,both,2013.0,11.0,,,,,,,,,,,,,,,Other,,,,,,,
/movies/?id=childless2015.htm,id=childless2015.htm,Childless,1000.0,2015-05-15,"Monterey Media, Inc.",Drama,,both,2015.0,5.0,2015.0,,,,,May 15-17,700.0,,,,,,,,Drama/Thriller,,,,,,,
/movies/?id=demisoeur.htm,id=demisoeur.htm,Demi-Soeur,1000.0,2014-02-07,Rialto,Foreign,,both,2014.0,2.0,2014.0,,,,,Feb 7-9,700.0,98.0,,,,,,,Other,,,,,,,
/movies/?id=disfigured.htm,id=disfigured.htm,Disfigured,1000.0,2008-07-18,Cinema Libre,Drama,,both,2008.0,7.0,2008.0,,,,,Jul 18-20,700.0,113.0,,,,,,,Drama/Thriller,,,,,,,
/movies/?id=flakes.htm,id=flakes.htm,Flakes,1000.0,2007-12-19,IFC,Comedy,,both,2007.0,12.0,2007.0,,,,,Dec 21-23,400.0,76.0,,,,,,,Comedy,,,,,,,
/movies/?id=itsaboygirlthing.htm,id=itsaboygirlthing.htm,It's a Boy Girl Thing,1000.0,2007-12-07,Alliance,Fantasy Comedy,,both,2007.0,12.0,2007.0,,,,,Dec 7-9,1000.0,112.0,,,,,,,Other,,,,,,,
/movies/?id=khumba.htm,id=khumba.htm,Khumba,1000.0,2013-12-06,Millennium Ent.,Animation,,both,2013.0,12.0,2013.0,,,,,Dec 6-8,1000.0,87.0,,,,,,,Animation,,,,,,,
/movies/?id=newdayinoldsanaa.htm,id=newdayinoldsanaa.htm,A New Day in Old Sana'a,1000.0,2006-11-10,Arab Film Dist.,Foreign,,both,2006.0,11.0,2006.0,,,,,Nov 10-12,500.0,120.0,,,,,,,Other,,,,,,,
/movies/?id=strangersonline.htm,id=strangersonline.htm,Strangers Online,1000.0,2011-06-24,Breaking Glass Pictures,Drama / Thriller,,both,2011.0,6.0,2011.0,,,,,Jun 24-26,1000.0,96.0,,,,,,,Drama/Thriller,,,,,,,
/movies/?id=uncut.htm,id=uncut.htm,Uncut,1000.0,2006-06-16,Strand,Foreign,,both,2006.0,6.0,2006.0,,,,,Jun 16-18,500.0,123.0,,,,,,,Other,,,,,,,
/movies/?id=absence.htm,id=absence.htm,Absence,1100.0,2013-07-05,Cinedigm Entertainment,Thriller,,both,2013.0,7.0,,,,,,,,,,,,,,,Drama/Thriller,,,,,,,
/movies/?id=anythingforalice.htm,id=anythingforalice.htm,Anything For Alice,1100.0,2014-12-17,Rialto,Foreign,,both,2014.0,12.0,2014.0,,,,,Dec 19-21,700.0,71.0,,,,,,,Other,,,,,,,
/movies/?id=bigshotsfuneral.htm,id=bigshotsfuneral.htm,Big Shot's Funeral,1100.0,2003-01-17,Sony Classics,Unknown,,both,2003.0,1.0,2003.0,,,,,Jan 17-19,700.0,,,,,,,,Other,,,,,,,
/movies/?id=butterflyroom.htm,id=butterflyroom.htm,The Butterfly Room,1100.0,2014-04-11,Archstone,Thriller,,both,2014.0,4.0,2014.0,,,,,Apr 11-13,1100.0,93.0,,,,,,,Drama/Thriller,,,,,,,
/movies/?id=caughtintheweb.htm,id=caughtintheweb.htm,Caught in the Web,1100.0,2013-11-27,Vitagraph,Foreign,,both,2013.0,11.0,2013.0,-13.3,4.0,,,Nov 29-Dec 1,400.0,98.0,Dec 6-8,300.0,94.0,,,,Other,100.0,,,,,,
/movies/?id=confessionsofaex-doofus-itchyfootedmutha.htm,id=confessionsofaex-doofus-itchyfootedmutha.htm,Confessionsofa Ex-Doofus-ItchyFooted Mutha,1100.0,2009-08-21,Yeah,Action Comedy,,both,2009.0,8.0,2009.0,,,,,Aug 21-23,700.0,114.0,,,,,,,Action/Adventure,,,,,,,
/movies/?id=doingtimeforpatsycline.htm,id=doingtimeforpatsycline.htm,Doing Time for Patsy Cline,1100.0,2006-03-03,Oilrag Productions,Comedy,,both,2006.0,3.0,2006.0,,,,,Mar 3-5,1100.0,116.0,,,,,,,Comedy,,,,,,,
/movies/?id=howtobeaserialkiller.htm,id=howtobeaserialkiller.htm,How to Be a Serial Killer,1100.0,2009-07-24,"Monterey Media, Inc.",Horror Comedy,,both,2009.0,7.0,2009.0,,,,,Jul 24-26,1000.0,98.0,,,,,,,Horror,,,,,,,
/movies/?id=inherlineoffire.htm,id=inherlineoffire.htm,In Her Line of Fire,1100.0,2006-04-21,Regent Releasing,Action,,both,2006.0,4.0,2006.0,48.7,-8.0,,,Apr 21-23,300.0,130.0,Apr 28-30,400.0,138.0,,,,Action/Adventure,-100.0,,,,,,
/movies/?id=javaheat.htm,id=javaheat.htm,Java Heat,1100.0,2013-05-10,IFC,Action,,both,2013.0,5.0,,,,,,,,,,,,,,,Action/Adventure,,,,,,,
/movies/?id=lookingforcheyenne.htm,id=lookingforcheyenne.htm,Looking for Cheyenne,1100.0,2007-12-07,Regent Releasing,Foreign,,both,2007.0,12.0,2007.0,,,,,Dec 7-9,200.0,122.0,,,,,,,Other,,,,,,,
/movies/?id=pariscountdown.htm,id=pariscountdown.htm,Paris Countdown,1100.0,2013-11-08,Screen Media,Foreign,,both,2013.0,11.0,,,,,,,,,,,,,,,Other,,,,,,,
/movies/?id=remnants.htm,id=remnants.htm,Remnants,1100.0,2013-11-14,AfterLight,Sci-Fi,,both,2013.0,11.0,,,,,,,,,,,,,,,SciFi,,,,,,,
/movies/?id=romeos.htm,id=romeos.htm,Romeos,1100.0,2011-09-16,Strand,Foreign,,both,2011.0,9.0,2011.0,,,,,Sep 16-18,800.0,118.0,,,,,,,Other,,,,,,,
/movies/?id=tower2014.htm,id=tower2014.htm,The Tower (2014),1100.0,2014-11-07,Music Box Films,Documentary,,both,2014.0,11.0,2014.0,,,,,Nov 7-9,700.0,104.0,,,,,,,Other,,,,,,,
/movies/?id=wearethegiant.htm,id=wearethegiant.htm,We Are the Giant,1100.0,2014-12-12,Music Box Films,Documentary,,both,2014.0,12.0,2014.0,,,,,Dec 12-14,1100.0,81.0,,,,,,,Other,,,,,,,
/movies/?id=yalomscure.htm,id=yalomscure.htm,Yalom's Cure,1100.0,2016-03-11,First Run,Documentary,,both,2016.0,3.0,2016.0,,,,,Mar 11-13,700.0,108.0,,,,,,,Other,,,,,,,
/movies/?id=azombieinvasion.htm,id=azombieinvasion.htm,A Zombie Invasion,1200.0,2013-12-12,AfterLight,Horror,,both,2013.0,12.0,,,,,,,,,,,,,,,Horror,,,,,,,
/movies/?id=beyondhatred.htm,id=beyondhatred.htm,Beyond Hatred,1200.0,2007-06-15,First Run,Documentary,,both,2007.0,6.0,2007.0,-77.3,-1.0,,,Jun 15-17,700.0,121.0,Jun 22-24,100.0,122.0,,,,Other,600.0,,,,,,
/movies/?id=elnino.htm,id=elnino.htm,El Nino,1200.0,2015-04-17,Distrib Films,Drama,,both,2015.0,4.0,2015.0,,,,,Apr 17-19,200.0,105.0,,,,,,,Drama/Thriller,,,,,,,
/movies/?id=howtorobabank.htm,id=howtorobabank.htm,How to Rob a Bank,1200.0,2008-02-08,IFC,Crime Comedy,,both,2008.0,2.0,2008.0,14.7,8.0,282.0,-13.0,Feb 8-10,100.0,107.0,Feb 15-17,100.0,99.0,Feb 22-24,600.0,112.0,Other,0.0,,,,,,
/movies/?id=jackanddiane.htm,id=jackanddiane.htm,Jack and Diane,1200.0,2012-11-02,Magnolia,Romance,,both,2012.0,11.0,2012.0,-61.6,-5.0,,,Nov 2-4,300.0,111.0,Nov 9-11,100.0,116.0,,,,Romance,200.0,,,,,,
/movies/?id=rxmas.htm,id=rxmas.htm,'R Xmas,1200.0,2002-11-08,Pathfinder,Unknown,,both,2002.0,11.0,2002.0,,,,,Nov 8-10,1200.0,133.0,,,,,,,Other,,,,,,,
/movies/?id=skintrade.htm,id=skintrade.htm,Skin Trade,1200.0,2015-05-08,Magnolia,Action,,both,2015.0,5.0,2015.0,215.0,,-69.8,,May 8-10,200.0,95.0,May 15-17,500.0,,May 22-24,200.0,,Action/Adventure,-300.0,,,,,,
/movies/?id=troublewithmenandwomen.htm,id=troublewithmenandwomen.htm,The Trouble with Men and Women,1200.0,2006-08-09,IFC,Romance,,both,2006.0,8.0,2006.0,,,,,Aug 11-13,500.0,123.0,,,,,,,Romance,,,,,,,
/movies/?id=veer2013.htm,id=veer2013.htm,Veer!,1200.0,2013-03-01,Blue Llama,Comedy / Drama,,both,2013.0,3.0,2013.0,,,,,Mar 1-3,800.0,96.0,,,,,,,Comedy,,,,,,,
/movies/?id=fallofhyperion.htm,id=fallofhyperion.htm,Fall of Hyperion,1300.0,2008-10-10,Regent Releasing,Action / Adventure,,both,2008.0,10.0,2008.0,,,,,Oct 10-12,800.0,124.0,,,,Oct 24-26,,134.0,Action/Adventure,,,,,,,
/movies/?id=invisiblesign.htm,id=invisiblesign.htm,An Invisible Sign,1300.0,2011-05-06,IFC,Drama,,both,2011.0,5.0,,,,,,,,,,,,,,,Drama/Thriller,,,,,,,
/movies/?id=kissmedeadly.htm,id=kissmedeadly.htm,Kiss Me Deadly,1300.0,2008-05-02,Regent Releasing,Action,,both,2008.0,5.0,2008.0,,,,,May 2-4,300.0,133.0,,,,May 16-18,300.0,133.0,Action/Adventure,,,,,,,
/movies/?id=lonelyaffair.htm,id=lonelyaffair.htm,Lonely Affair of the Heart,1300.0,2002-09-27,Pathfinder,Unknown,,both,2002.0,9.0,2002.0,,,,,Sep 27-29,1400.0,144.0,,,,,,,Other,,,,,,,
/movies/?id=portdjema.htm,id=portdjema.htm,Port Djema,1300.0,1999-01-01,Shadow Dist.,Unknown,,both,1999.0,1.0,1999.0,,,,,Jan 1-3,1300.0,,,,,,,,Other,,,,,,,
/movies/?id=producingadults.htm,id=producingadults.htm,Producing Adults,1300.0,2004-12-22,Wolfe Releasing,Foreign,,both,2004.0,12.0,2004.0,,,,,Dec 24-26,600.0,94.0,,,,,,,Other,,,,,,,
/movies/?id=snowmansland.htm,id=snowmansland.htm,Snowman's Land,1300.0,2012-09-14,Music Box Films,Foreign,,both,2012.0,9.0,2012.0,,,,,Sep 14-16,700.0,113.0,,,,Sep 28-30,200.0,113.0,Other,,,,,,,
/movies/?id=alongtheroadside.htm,id=alongtheroadside.htm,Along the Roadside,1400.0,2015-03-27,Indican,Comedy,,both,2015.0,3.0,2015.0,,,,,Mar 27-29,1000.0,87.0,,,,,,,Comedy,,,,,,,
/movies/?id=empireinafrica.htm,id=empireinafrica.htm,The Empire in Africa,1400.0,2006-12-08,Cinema Libre,Documentary,,both,2006.0,12.0,2006.0,,,,,Dec 8-10,1400.0,106.0,,,,,,,Other,,,,,,,
/movies/?id=foodbeware.htm,id=foodbeware.htm,Food Beware,1400.0,2009-10-16,First Run,Documentary,,both,2009.0,10.0,2009.0,,,,,Oct 16-18,700.0,121.0,,,,,,,Other,,,,,,,
/movies/?id=headshot.htm,id=headshot.htm,Headshot,1400.0,2012-09-28,Kino Lorber,Foreign,,both,2012.0,9.0,2012.0,,,,,Sep 28-30,500.0,108.0,,,,,,,Other,,,,,,,
/movies/?id=houseonahill.htm,id=houseonahill.htm,A House on a Hill,1400.0,2003-11-14,Abramorama,Unknown,,both,2003.0,11.0,2003.0,,,,,Nov 14-16,900.0,121.0,,,,,,,Other,,,,,,,
